,state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
526,NJ,2017,2.3,,,28.9,29.4,110.4,165.2,181.1,102.8,28.4,1.6,,,14.9,15.3,47.1,49.6,31.5,18.3,6.9,0.5,4.0,20.8,10.4,10.5,48.9,92.2,122.1,68.9,17.4,3243.2,,,1434.5,1451.5,963.6,538.2,258.2,265.5,395.7,130.0,,,7880.0,8010.0,30240.0,46040.0,51130.0,29800.0,8000.0,90.0,,,4070.0,4160.0,12890.0,13830.0,8890.0,5300.0,1940.0,27.0,685,2152,2837,2864,13381,25692,34451,19972,4890,10.0,,,970.0,990.0,3970.0,6520.0,7780.0,4520.0,1170.0,55485,169143,103333,272476,272476,273844,278758,282267,289976,281357,1678678,47010,101250,103.2,60.3,28.0,464.3,24950,173210,, 1 Mar 2021
540,NM,2014,4.6,28.3,92.8,53.9,54.8,140.0,149.4,108.4,53.6,13.0,1.7,5.3,12.8,8.3,8.6,17.5,15.3,9.6,5.5,2.0,2.2,18.7,65.6,37.3,37.8,100.6,110.5,81.6,39.6,9.1,794.0,283.5,195.2,221.9,228.8,174.4,138.2,117.1,138.1,215.7,60.0,1160.0,2510.0,3670.0,3740.0,10340.0,10190.0,7370.0,3260.0,790.0,20.0,220.0,350.0,560.0,590.0,1300.0,1040.0,650.0,330.0,120.0,31.0,768,1775,2543,2574,7431,7537,5544,2413,553,,180.0,390.0,570.0,570.0,1620.0,1610.0,1170.0,520.0,120.0,14082,41082,27052,68134,68134,73900,68222,67939,60886,61070,400151,4030,26052,89.2,65.1,10.1,154.6,5610,35690,, 1 Mar 2021
541,NM,2015,3.5,25.3,88.6,50.0,50.7,138.4,150.2,110.9,55.4,13.2,1.6,4.7,13.9,8.3,8.6,18.1,15.0,10.3,5.5,2.4,1.4,16.7,61.1,34.1,34.4,98.7,111.4,82.9,41.1,8.7,1106.2,282.9,227.3,244.0,251.3,183.5,134.6,124.8,134.1,278.0,50.0,1050.0,2360.0,3410.0,3450.0,10030.0,10260.0,7540.0,3430.0,790.0,20.0,200.0,370.0,570.0,590.0,1310.0,1030.0,700.0,340.0,150.0,20.0,694,1626,2320,2340,7157,7613,5638,2544,524,,160.0,360.0,520.0,530.0,1560.0,1630.0,1200.0,540.0,120.0,13870,41501,26598,68099,68099,72485,68323,68013,61909,59983,398812,4120,25816,89.0,64.7,10.3,159.5,5570,35510,, 1 Mar 2021
542,NM,2016,3.7,23.6,77.9,44.7,45.4,131.2,145.2,110.1,55.9,14.1,1.8,5.2,13.3,8.3,8.7,18.6,15.6,9.9,6.3,2.4,1.5,14.9,52.7,29.6,29.9,92.3,106.7,82.7,40.8,9.5,1194.8,347.7,252.2,281.7,290.6,201.9,146.4,119.8,155.2,255.6,50.0,990.0,2060.0,3050.0,3100.0,9280.0,10010.0,7500.0,3540.0,830.0,20.0,220.0,350.0,570.0,590.0,1320.0,1080.0,670.0,400.0,140.0,20.0,624,1395,2019,2039,6527,7353,5632,2580,561,,150.0,310.0,460.0,470.0,1440.0,1580.0,1190.0,560.0,130.0,13493,41797,26465,68262,68262,70732,68900,68119,63265,58842,398120,4210,24692,86.0,62.0,10.6,170.3,5360,34260,, 1 Mar 2021
543,NM,2017,3.1,,,41.4,42.0,123.6,140.3,106.7,55.2,14.0,1.5,,,7.2,7.5,16.6,14.5,9.8,5.8,2.3,1.2,14.1,48.9,27.9,28.1,87.8,103.7,80.0,40.7,9.5,1221.6,,,258.2,266.7,188.7,139.7,122.6,142.5,239.7,40.0,,,2810.0,2860.0,8520.0,9760.0,7220.0,3560.0,820.0,20.0,,,490.0,510.0,1140.0,1010.0,660.0,370.0,130.0,17.0,581,1315,1896,1913,6054,7213,5406,2624,557,,,,430.0,430.0,1330.0,1540.0,1150.0,560.0,120.0,13736,41161,26877,68038,68038,68966,69582,67606,64522,58417,397131,3830,23767,82.4,59.8,9.6,161.1,5140,32730,, 1 Mar 2021
557,NY,2014,4.3,21.6,69.9,42.1,42.9,127.4,151.1,158.8,98.7,27.7,3.0,11.8,32.6,20.6,21.1,50.9,42.7,30.3,19.2,7.0,0.9,7.2,28.4,16.2,16.4,59.5,86.7,104.5,64.7,16.6,3448.1,1625.2,1146.8,1270.3,1292.4,854.4,492.3,290.0,296.3,423.3,510.0,7680.0,18180.0,25850.0,26360.0,89770.0,111120.0,109380.0,61510.0,17720.0,350.0,4180.0,8470.0,12640.0,13000.0,35840.0,31410.0,20880.0,11950.0,4500.0,102.0,2570,7384,9954,10056,41949,63809,72007,40311,10641,60.0,930.0,2320.0,3260.0,3310.0,11970.0,15900.0,16490.0,9260.0,2580.0,117415,354729,260012,614741,614741,704553,735651,688739,623045,640912,4007641,117580,238773,103.8,59.6,29.3,492.4,59510,415870,, 1 Mar 2021
558,NY,2015,3.8,19.6,64.3,38.3,39.0,123.2,147.8,158.8,100.3,29.3,2.6,10.4,30.3,18.7,19.2,48.5,41.6,30.3,18.9,7.2,0.8,6.9,25.8,14.8,14.9,58.2,85.0,104.6,66.2,17.8,3125.8,1511.4,1174.8,1265.7,1285.0,833.7,489.8,289.2,286.0,406.4,440.0,6930.0,16300.0,23230.0,23670.0,85080.0,109790.0,109500.0,63180.0,18210.0,290.0,3660.0,7680.0,11340.0,11640.0,33500.0,30920.0,20860.0,11930.0,4490.0,94.0,2420,6541,8961,9055,40187,63140,72125,41712,11055,50.0,850.0,2080.0,2930.0,2970.0,11390.0,15720.0,16510.0,9540.0,2660.0,115004,352647,253541,606188,606188,690526,742822,689466,629859,620659,3979520,113350,237274,102.9,59.6,28.5,477.7,58790,409410,, 1 Mar 2021
559,NY,2016,3.5,17.6,59.4,35.0,35.6,116.5,145.5,157.8,101.3,30.2,2.3,9.6,27.9,17.2,17.7,45.1,40.9,29.5,18.8,7.4,0.8,5.8,23.9,13.4,13.5,55.8,83.8,104.5,67.1,18.4,3063.0,1641.7,1166.5,1287.7,1306.6,808.4,488.7,282.0,280.6,399.9,390.0,6140.0,14800.0,20940.0,21330.0,78700.0,108660.0,109190.0,64300.0,18140.0,260.0,3350.0,6950.0,10310.0,10570.0,30450.0,30560.0,20390.0,11960.0,4420.0,86.0,2042,5961,8003,8089,37668,62540,72304,42620,11062,40.0,740.0,1890.0,2630.0,2670.0,10580.0,15560.0,16500.0,9720.0,2650.0,112190,349444,249348,598792,598792,675326,746684,692110,634761,600390,3948063,108350,234283,101.4,59.3,27.4,462.5,57690,400330,, 1 Mar 2021
560,NY,2017,2.9,16.3,56.4,33.0,33.6,112.2,140.5,154.7,101.6,31.0,2.0,9.1,26.1,16.2,16.6,43.2,39.5,28.2,18.1,7.0,0.6,5.2,23.1,12.7,12.8,53.8,80.9,103.1,68.0,19.3,3294.6,1740.7,1131.1,1277.8,1295.9,803.2,488.4,273.2,266.0,364.3,330.0,5610.0,13880.0,19490.0,19820.0,74220.0,104670.0,107170.0,64840.0,18330.0,220.0,3130.0,6420.0,9560.0,9780.0,28610.0,29430.0,19510.0,11560.0,4170.0,68.0,1800,5680,7480,7548,35621,60250,71422,43444,11452,40.0,670.0,1780.0,2450.0,2490.0,9990.0,14990.0,16240.0,9840.0,2710.0,111788,344341,246077,590418,590418,661674,744750,692886,638450,591913,3920091,103060,229737,99.2,58.6,26.3,448.6,56250,389050,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
574,NC,2014,3.4,19.1,70.4,40.1,40.8,132.5,151.1,127.5,61.5,13.9,1.3,4.0,14.0,8.1,8.4,25.9,21.4,13.7,7.6,2.6,1.6,12.2,45.8,26.0,26.3,86.7,106.2,93.7,44.2,9.2,802.3,330.7,306.6,313.3,319.5,298.5,201.9,146.1,172.2,286.2,220.0,3600.0,9190.0,12790.0,13010.0,45220.0,50000.0,41520.0,19660.0,4810.0,90.0,760.0,1830.0,2590.0,2680.0,8830.0,7100.0,4460.0,2440.0,910.0,107.0,2302,5978,8280,8387,29588,35160,30516,14148,3176,30.0,540.0,1380.0,1920.0,1950.0,6800.0,7740.0,6550.0,3070.0,730.0,65487,188324,130476,318800,318800,341369,331005,325683,319866,346285,1983008,26410,120975,87.9,61.0,13.3,218.3,26840,174230,, 1 Mar 2021
575,NC,2015,2.9,17.1,64.9,36.4,36.9,127.7,147.8,129.3,62.5,13.9,1.0,3.7,12.7,7.3,7.5,23.6,20.4,13.0,7.5,2.5,1.5,10.9,42.4,23.6,23.9,84.8,104.5,95.8,45.1,9.3,679.7,335.3,299.8,309.6,314.3,277.9,195.5,135.7,167.2,270.5,190.0,3300.0,8470.0,11770.0,11960.0,43250.0,50120.0,42120.0,20220.0,4700.0,70.0,710.0,1660.0,2370.0,2430.0,7980.0,6920.0,4240.0,2440.0,850.0,98.0,2106,5535,7641,7739,28725,35419,31214,14608,3138,30.0,490.0,1270.0,1760.0,1790.0,6540.0,7780.0,6670.0,3170.0,710.0,65322,193263,130554,323817,323817,338792,339086,325670,323595,339181,1990141,24870,120843,86.6,60.7,12.5,205.8,26660,172360,, 1 Mar 2021
576,NC,2016,2.5,15.0,58.7,32.9,33.3,119.4,145.0,130.5,63.5,14.4,1.0,3.0,10.9,6.2,6.4,21.5,19.3,12.4,7.1,2.3,1.1,9.7,39.0,21.7,21.9,79.8,103.1,97.4,46.4,9.9,895.3,312.8,279.0,287.9,294.0,269.3,187.5,127.5,153.1,229.6,160.0,2950.0,7960.0,10910.0,11060.0,40340.0,50630.0,42880.0,20930.0,4740.0,70.0,600.0,1470.0,2070.0,2140.0,7260.0,6750.0,4080.0,2340.0,750.0,73.0,1909,5281,7190,7263,26962,36004,31992,15292,3266,20.0,440.0,1200.0,1650.0,1670.0,6120.0,7880.0,6810.0,3290.0,730.0,63767,196401,135549,331950,331950,337989,349070,328488,329399,329039,2005935,23320,120779,85.0,60.2,11.6,193.0,26490,170580,, 1 Mar 2021
577,NC,2017,2.4,14.1,57.4,31.9,32.3,119.7,143.2,129.7,64.3,15.4,0.8,3.1,11.7,6.7,6.8,22.2,21.0,13.8,7.4,2.4,1.2,8.9,37.1,20.5,20.7,79.4,100.0,95.4,46.8,10.6,643.2,349.6,316.7,325.1,328.7,280.0,210.0,144.2,156.9,228.8,150.0,2770.0,7890.0,10660.0,10810.0,40230.0,51150.0,43070.0,21450.0,5010.0,50.0,610.0,1610.0,2230.0,2280.0,7470.0,7510.0,4570.0,2450.0,790.0,79.0,1749,5096,6845,6924,26678,35744,31699,15627,3453,20.0,410.0,1180.0,1590.0,1610.0,6080.0,7900.0,6800.0,3370.0,770.0,63998,196879,137432,334311,334311,336012,357301,332151,333590,326372,2019737,25060,120125,85.0,59.5,12.4,208.6,26530,171720,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
591,ND,2014,,12.9,59.7,34.2,34.6,110.9,196.9,158.7,66.1,12.5,,2.1,7.3,4.4,4.6,11.3,10.8,6.3,4.5,1.7,,8.8,43.1,24.4,24.6,82.1,154.1,126.5,50.9,8.8,,238.8,168.5,182.3,184.6,137.6,70.2,49.5,89.3,194.8,,160.0,630.0,790.0,800.0,3530.0,5040.0,3830.0,1320.0,230.0,,30.0,80.0,100.0,110.0,360.0,280.0,150.0,90.0,30.0,,111,453,564,570,2610,3947,3050,1017,165,,20.0,100.0,120.0,120.0,560.0,820.0,630.0,210.0,40.0,4124,12624,10504,23128,23128,31803,25608,24104,19985,18701,143329,1020,11359,102.9,79.3,7.1,89.4,2370,14750,, 1 Mar 2021
592,ND,2015,,14.0,53.1,31.6,31.9,105.8,189.3,153.6,65.5,13.1,,1.7,6.6,3.9,4.1,10.4,9.2,7.2,4.9,1.6,,10.1,38.2,22.7,22.8,78.6,149.4,121.4,50.1,9.4,,172.5,172.4,172.4,181.7,132.9,61.4,59.3,97.8,172.7,,180.0,550.0,730.0,740.0,3400.0,5090.0,3820.0,1370.0,250.0,,20.0,70.0,90.0,100.0,340.0,250.0,180.0,100.0,30.0,,128,399,527,528,2523,4013,3023,1050,177,,30.0,90.0,110.0,120.0,540.0,830.0,620.0,220.0,40.0,4154,12724,10451,23175,23175,32106,26863,24907,20974,18819,146844,990,11314,99.9,77.0,6.7,87.5,2360,14670,, 1 Mar 2021
593,ND,2016,,12.8,49.2,29.1,29.4,100.1,190.6,159.8,66.8,16.5,,2.3,6.1,4.0,4.2,9.6,10.0,7.4,4.3,1.1,,8.6,35.4,20.5,20.7,74.6,149.6,126.4,51.7,12.7,,269.5,172.8,195.0,202.6,128.2,67.1,58.4,82.6,88.1,,160.0,500.0,660.0,670.0,3110.0,5180.0,4000.0,1450.0,310.0,,30.0,60.0,90.0,100.0,300.0,270.0,180.0,90.0,20.0,,108,361,469,472,2322,4063,3163,1127,236,,20.0,80.0,100.0,100.0,490.0,840.0,650.0,230.0,50.0,4253,12623,10201,22824,22824,31106,27151,25019,21787,18527,146414,960,11383,100.5,77.7,6.6,84.7,2370,14720,, 1 Mar 2021
594,ND,2017,,,,24.3,24.4,94.0,175.8,159.5,66.1,15.1,,,,4.3,4.4,10.5,9.1,7.4,4.3,1.4,,6.1,29.2,16.3,16.4,68.7,138.2,126.2,51.2,11.2,,,,265.6,266.4,152.9,65.6,58.5,83.7,128.4,,,,550.0,550.0,2860.0,4840.0,3930.0,1500.0,280.0,,,,100.0,100.0,320.0,250.0,180.0,100.0,30.0,,78,290,368,370,2088,3801,3110,1158,210,,,,80.0,80.0,450.0,790.0,640.0,240.0,40.0,4326,12683,9946,22629,22629,30389,27512,24651,22621,18687,146489,970,10737,95.3,73.3,6.6,90.6,2240,13950,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
608,OH,2014,3.1,16.8,68.0,37.3,38.0,125.3,155.0,130.8,58.4,11.8,1.1,3.7,10.9,6.6,6.8,19.9,16.6,10.5,6.3,2.0,1.6,10.6,46.7,25.1,25.4,86.2,113.9,99.4,42.8,8.0,703.9,343.3,232.8,260.9,266.5,230.6,145.3,105.2,147.6,246.1,240.0,3800.0,10290.0,14090.0,14320.0,49490.0,57390.0,47450.0,19920.0,4320.0,80.0,830.0,1650.0,2470.0,2560.0,7850.0,6130.0,3790.0,2160.0,720.0,120.0,2406,7067,9473,9593,34048,42205,36060,14624,2937,30.0,560.0,1580.0,2140.0,2170.0,7590.0,9050.0,7590.0,3140.0,660.0,75932,225981,151226,377207,377207,395113,370383,362705,341302,366430,2213140,23220,139467,87.2,63.0,10.5,166.5,30210,192900,, 1 Mar 2021
609,OH,2015,2.8,15.2,63.6,34.4,35.0,121.7,153.5,132.5,58.8,12.0,1.0,2.8,10.5,5.9,6.1,18.3,16.6,9.9,5.8,1.9,1.4,10.1,43.3,23.3,23.6,84.6,112.7,101.3,43.7,8.2,721.5,281.0,243.0,253.0,258.6,216.4,146.8,98.2,132.0,234.8,210.0,3460.0,9480.0,12940.0,13150.0,47400.0,58050.0,48040.0,20390.0,4260.0,80.0,640.0,1570.0,2210.0,2290.0,7130.0,6260.0,3610.0,2000.0,690.0,106.0,2293,6462,8755,8861,32960,42634,36730,15156,2923,30.0,520.0,1450.0,1970.0,2000.0,7310.0,9150.0,7710.0,3230.0,650.0,74876,227112,149123,376235,376235,389495,378233,362540,346866,355291,2208660,21980,139264,86.6,63.1,10.0,157.8,30050,191290,, 1 Mar 2021
610,OH,2016,2.6,13.8,59.6,32.0,32.5,117.3,150.0,133.2,59.1,12.3,1.0,2.8,9.3,5.3,5.6,17.5,15.4,9.6,5.6,1.8,1.2,9.0,41.2,21.7,22.0,81.7,110.9,102.2,44.1,8.6,849.1,308.1,225.5,246.1,252.7,213.8,138.9,93.6,126.7,206.1,190.0,3120.0,8860.0,11990.0,12180.0,44890.0,57980.0,48400.0,20920.0,4200.0,80.0,630.0,1380.0,2010.0,2080.0,6690.0,5950.0,3480.0,1980.0,610.0,90.0,2030,6121,8151,8241,31274,42860,37147,15616,2947,30.0,470.0,1360.0,1830.0,1860.0,6920.0,9170.0,7780.0,3320.0,650.0,73063,226277,148741,375018,375018,382624,386631,363405,353721,341547,2202946,20790,138085,85.6,62.7,9.4,150.5,29700,188570,, 1 Mar 2021
611,OH,2017,2.2,12.8,57.8,30.8,31.2,115.3,145.6,133.9,59.1,12.4,0.8,2.5,9.5,5.3,5.5,16.5,15.5,9.9,5.5,1.8,1.1,8.3,39.4,20.8,21.0,81.0,107.1,102.5,44.2,8.7,759.9,303.9,240.6,255.8,260.8,204.0,144.6,96.1,124.6,204.9,160.0,2860.0,8680.0,11540.0,11700.0,43460.0,57490.0,48740.0,21260.0,4180.0,60.0,570.0,1430.0,1990.0,2050.0,6220.0,6120.0,3590.0,1980.0,600.0,79.0,1865,5923,7788,7867,30509,42299,37329,15898,2930,20.0,430.0,1330.0,1760.0,1780.0,6720.0,9070.0,7820.0,3380.0,650.0,72633,224397,150165,374562,374562,376759,394901,364107,359397,335509,2205235,20560,136832,84.7,62.0,9.3,150.3,29420,186820,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
625,OK,2014,3.8,23.3,97.2,52.2,53.0,144.1,162.5,112.2,47.2,10.4,1.0,2.9,9.3,5.4,5.6,11.9,10.3,6.8,3.6,1.6,2.2,16.8,72.5,38.6,39.0,109.2,126.0,87.3,36.0,7.2,457.8,170.1,128.3,139.4,143.2,108.8,81.5,77.6,99.8,219.3,100.0,1770.0,4730.0,6500.0,6600.0,20250.0,21290.0,14870.0,5540.0,1210.0,30.0,220.0,450.0,670.0,700.0,1670.0,1340.0,900.0,420.0,180.0,58.0,1274,3528,4802,4860,15343,16507,11565,4226,838,10.0,280.0,750.0,1030.0,1040.0,3240.0,3440.0,2400.0,890.0,190.0,25881,75840,48693,124533,124533,140526,131032,132465,117255,116686,762497,5210,53339,91.5,70.0,6.8,97.7,11190,69740,, 1 Mar 2021
626,OK,2015,2.4,21.4,85.1,46.2,46.7,140.8,158.3,114.5,49.1,10.9,0.4,2.1,7.3,4.2,4.2,11.4,9.3,6.4,3.6,1.4,1.7,15.9,64.2,34.7,35.1,106.9,123.5,89.6,37.6,7.8,237.3,134.9,113.8,119.7,120.8,107.1,75.0,71.6,95.1,174.0,60.0,1650.0,4200.0,5850.0,5910.0,19510.0,21190.0,15250.0,5920.0,1260.0,10.0,170.0,360.0,530.0,540.0,1590.0,1240.0,850.0,430.0,160.0,43.0,1225,3166,4391,4434,14801,16521,11923,4540,903,,260.0,670.0,930.0,940.0,3120.0,3430.0,2470.0,950.0,200.0,25676,77200,49286,126486,126486,138519,133811,133139,120739,115793,768487,4800,53122,89.8,69.1,6.3,90.4,11100,69030,, 1 Mar 2021
627,OK,2016,3.0,18.5,82.7,43.7,44.3,138.7,153.3,116.7,48.9,10.9,0.6,1.3,6.6,3.4,3.5,10.5,9.4,6.1,3.5,1.3,1.9,14.2,62.8,33.3,33.7,105.9,119.2,91.6,37.5,7.9,324.5,94.3,105.4,102.5,105.0,99.4,78.7,66.9,93.5,160.5,80.0,1440.0,4140.0,5580.0,5660.0,18660.0,20960.0,15530.0,6060.0,1250.0,20.0,100.0,330.0,440.0,450.0,1420.0,1280.0,820.0,430.0,150.0,49.0,1102,3148,4250,4299,14253,16292,12193,4650,905,10.0,230.0,660.0,890.0,900.0,2990.0,3390.0,2520.0,970.0,200.0,25567,77548,50088,127636,127636,134593,136718,133059,123839,114025,769870,4550,52592,88.5,68.3,5.9,86.5,10970,68110,, 1 Mar 2021
628,OK,2017,2.8,,,39.8,40.3,133.4,147.8,114.9,48.4,10.4,0.7,,,3.8,3.9,11.2,9.8,6.4,3.7,1.2,1.7,12.5,56.0,29.7,30.0,100.9,114.1,89.9,36.9,7.6,394.6,,,128.2,131.2,111.1,86.3,71.3,99.8,153.6,70.0,,,5090.0,5160.0,17560.0,20450.0,15050.0,6120.0,1170.0,20.0,,,490.0,500.0,1480.0,1360.0,840.0,470.0,130.0,44.0,969,2824,3793,3837,13283,15790,11770,4676,858,10.0,,,810.0,820.0,2800.0,3290.0,2440.0,980.0,180.0,25660,77458,50460,127918,127918,131675,138360,130907,126660,113302,768822,4780,50214,85.2,65.3,6.2,95.2,10520,65520,, 1 Mar 2021
642,OR,2014,2.1,15.3,59.8,32.9,33.3,106.7,139.4,125.2,66.2,16.9,1.0,4.6,13.0,8.0,8.2,20.3,17.7,11.1,7.0,2.9,0.8,8.5,37.9,20.1,20.3,70.3,100.0,94.2,48.8,11.4,1203.1,546.0,343.9,395.4,402.1,288.9,176.7,117.4,142.6,253.5,50.0,1100.0,2810.0,3910.0,3960.0,14050.0,18370.0,17280.0,8510.0,2130.0,20.0,330.0,610.0,940.0,970.0,2670.0,2330.0,1530.0,890.0,370.0,20.0,609,1781,2390,2410,9255,13171,13004,6275,1441,,160.0,420.0,570.0,580.0,2120.0,2870.0,2750.0,1340.0,320.0,24122,71830,46999,118829,118829,131703,131743,138059,128689,126215,775238,8760,45556,82.9,58.8,11.3,192.2,9990,64300,, 1 Mar 2021
643,OR,2015,1.7,13.5,59.4,31.6,32.0,104.7,137.1,125.2,67.3,16.9,0.9,3.6,14.4,7.9,8.0,20.9,17.6,11.5,6.8,2.8,0.6,8.0,36.3,19.2,19.3,68.1,98.1,93.8,49.9,11.5,1559.7,447.4,397.7,410.2,417.2,306.9,179.8,123.1,136.3,248.0,40.0,970.0,2800.0,3770.0,3810.0,13660.0,18570.0,17500.0,8970.0,2120.0,20.0,260.0,680.0,940.0,960.0,2730.0,2390.0,1610.0,910.0,360.0,14.0,574,1710,2284,2298,8883,13285,13104,6643,1442,,140.0,410.0,550.0,560.0,2050.0,2900.0,2780.0,1420.0,320.0,23842,72053,47147,119200,119200,130494,135420,139767,133210,125525,783616,8950,45655,82.5,58.3,11.4,196.0,10030,64630,, 1 Mar 2021
644,OR,2016,1.5,11.9,52.7,28.1,28.4,99.1,132.5,124.3,68.2,18.2,0.9,3.6,13.0,7.4,7.5,20.0,17.8,11.9,7.4,3.0,0.4,6.6,32.0,16.7,16.7,64.3,94.1,92.7,50.1,12.4,2044.6,549.5,407.2,441.3,449.2,311.1,189.1,127.9,146.9,245.7,30.0,870.0,2510.0,3380.0,3410.0,12910.0,18860.0,17780.0,9450.0,2290.0,20.0,260.0,620.0,880.0,900.0,2600.0,2530.0,1700.0,1020.0,380.0,10.0,480,1524,2004,2014,8373,13393,13258,6937,1560,,120.0,370.0,490.0,490.0,1940.0,2930.0,2820.0,1490.0,350.0,23303,72675,47632,120307,120307,130298,142314,143024,138572,125739,800254,9140,45535,80.8,56.9,11.4,200.8,10020,64700,, 1 Mar 2021
645,OR,2017,1.4,,,26.0,26.2,93.2,121.3,120.3,67.2,17.4,0.7,,,7.2,7.3,19.3,17.0,11.7,7.2,2.9,0.5,5.2,30.0,15.1,15.2,60.0,85.4,89.6,49.4,11.9,1213.7,,,475.1,480.3,320.8,199.2,130.6,145.1,240.8,30.0,,,3120.0,3150.0,12090.0,17800.0,17330.0,9610.0,2230.0,20.0,,,860.0,880.0,2500.0,2500.0,1680.0,1030.0,370.0,13.0,377,1432,1809,1822,7785,12541,12895,7068,1520,,,,450.0,450.0,1810.0,2760.0,2750.0,1520.0,340.0,23752,72334,47745,120079,120079,129680,146779,143994,143044,128065,811641,8950,43631,76.6,53.8,11.0,205.0,9620,62200,, 1 Mar 2021
659,PA,2014,3.1,15.7,54.9,32.6,33.2,110.6,145.6,141.6,68.8,15.0,1.5,4.4,14.2,8.7,8.9,26.7,22.5,14.0,8.5,2.7,1.2,9.0,32.7,19.3,19.5,67.7,100.8,105.1,49.5,10.0,1233.9,491.6,434.8,449.9,459.2,394.7,222.9,133.4,172.4,273.6,240.0,3650.0,9730.0,13380.0,13620.0,47860.0,60450.0,55530.0,25000.0,5920.0,120.0,1030.0,2520.0,3550.0,3670.0,11560.0,9320.0,5500.0,3100.0,1080.0,95.0,2094,5798,7892,7987,29289,41829,41229,17988,3946,30.0,520.0,1410.0,1930.0,1960.0,7010.0,9300.0,8800.0,3910.0,900.0,77858,232534,177338,409872,409872,432663,415109,392234,363200,395339,2408417,34230,142268,86.5,59.1,14.2,240.6,31880,208380,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
660,PA,2015,2.4,14.5,51.2,30.2,30.7,108.7,144.6,142.7,70.2,15.1,1.2,4.2,13.3,8.1,8.3,26.5,23.5,14.6,8.7,2.8,0.9,8.3,30.5,17.8,17.9,66.3,98.9,105.5,50.6,10.0,1353.5,510.4,435.7,455.6,464.1,400.4,238.0,138.4,171.4,283.4,190.0,3380.0,8900.0,12280.0,12460.0,46000.0,60820.0,56260.0,25960.0,5750.0,90.0,980.0,2310.0,3290.0,3380.0,11230.0,9900.0,5760.0,3200.0,1080.0,69.0,1917,5301,7218,7287,28045,41609,41608,18697,3801,20.0,480.0,1290.0,1770.0,1800.0,6730.0,9310.0,8900.0,4060.0,870.0,76183,232315,173830,406145,406145,423174,420629,394322,369771,380325,2394366,34550,141047,86.6,58.9,14.4,245.0,31660,207270,, 1 Mar 2021
661,PA,2016,2.4,13.0,47.0,27.4,27.9,104.6,145.0,144.3,70.4,15.5,1.2,4.0,12.6,7.6,7.9,25.9,24.6,15.4,8.8,3.1,0.9,7.2,27.6,15.9,16.0,63.4,98.3,106.1,50.6,10.1,1297.8,551.0,458.4,482.5,491.0,408.2,250.2,144.8,174.0,304.3,180.0,3000.0,8050.0,11050.0,11230.0,43340.0,61340.0,57530.0,26550.0,5660.0,90.0,920.0,2160.0,3080.0,3170.0,10730.0,10400.0,6130.0,3320.0,1120.0,67.0,1662,4723,6385,6452,26284,41578,42322,19084,3689,20.0,420.0,1160.0,1590.0,1610.0,6330.0,9360.0,9080.0,4150.0,850.0,73928,231640,171148,402788,402788,414476,423140,398727,377175,364856,2381162,34870,139409,86.4,58.5,14.6,250.2,31370,205650,, 1 Mar 2021
